CIDm00003148	CIDs00003148	ATC	A04AA04
CIDm00093860	CIDs00387447	ATC	L01XX32
CIDm00003364	CIDs00021319	ATC	J01CF05
CIDm00028891	CIDs00028891	ATC	R05DB13
CIDm00002904	CIDs00002904	ATC	C03AA07
CIDm00003738	CIDs00003738	ATC	V08AB06
CIDm00024766	CIDs00024766	ATC	M01AX25
CIDm00006104	CIDs00006104	ATC	M01CB04
CIDm00005566	CIDs00005566	ATC	N05AB06
CIDm00004633	CIDs00004633	ATC	D04AB03
CIDm00004633	CIDs00004633	ATC	S01HA02
CIDm00002678	CIDs01548999	ATC	R06AE09
CIDm16051978	CIDs16051978	ATC	J04AA03
CIDm90470996	CIDs90470996	ATC	B02BC06
CIDm90470996	CIDs90470996	ATC	B02BD30
CIDm00004605	CIDs00439501	ATC	C01AC01
CIDm00018830	CIDs00018830	ATC	H01BA05
CIDm00018735	CIDs00018735	ATC	N01AG01
CIDm00005709	CIDs00005709	ATC	R01AA07
CIDm00005709	CIDs00005709	ATC	R01AB06
CIDm00005709	CIDs00005709	ATC	S01GA03
CIDm00002673	CIDs00038103	ATC	J01DB09
CIDm00004857	CIDs00115162	ATC	J01CA08
CIDm00001814	CIDs00066377	ATC	D06BB09
CIDm00002008	CIDs00153751	ATC	L01DB04
CIDm00004976	CIDs00004976	ATC	N06AA11
CIDm00059768	CIDs00059768	ATC	C07AB09
CIDm00004168	CIDs00004168	ATC	A03FA01
CIDm00005611	CIDs00541384	ATC	V08AC09
CIDm00003562	CIDs00003562	ATC	N01AB01
CIDm00008771	CIDs00008771	ATC	C05BB04
CIDm24832095	CIDs24832095	ATC	S01KA02
CIDm00004724	CIDs00037464	ATC	C07AA23
CIDm00002161	CIDs00002161	ATC	A01AD07
CIDm00002161	CIDs00002161	ATC	R03DX01
CIDm00008271	CIDs00008271	ATC	N03AA01
CIDm00021771	CIDs00021771	ATC	N06AA15
CIDm00000311	CIDs00000311	ATC	A09AB04
CIDm00002355	CIDs00002355	ATC	D05BA03
CIDm11519069	CIDs11519069	ATC	R03BB07
CIDm00012453	CIDs05311507	ATC	N05AF05
CIDm00031072	CIDs00031072	ATC	H03BB01
CIDm00003762	CIDs00003762	ATC	R03AC07
CIDm00003762	CIDs00003762	ATC	R03CC06
CIDm00008762	CIDs00008762	ATC	A04AD02
CIDm00002891	CIDs06436232	ATC	B03BA05
CIDm00004908	CIDs00004908	ATC	P01BA03
CIDm04517618	CIDs04517618	ATC	V03AB08
CIDm00041653	CIDs05282188	ATC	J01FA11
CIDm00056338	CIDs00056338	ATC	N03AB05
CIDm00003406	CIDs00003406	ATC	V03AB34
CIDm00456483	CIDs00456483	ATC	A07AA10
CIDm00456483	CIDs00456483	ATC	J01XB01
CIDm00071132	CIDs00071132	ATC	C01DX15
CIDm16186280	CIDs71301286	ATC	L01CA06
CIDm00003404	CIDs05324345	ATC	N06AB08
CIDm23671663	CIDs23671663	ATC	B05XA15
CIDm00019396	CIDs00019396	ATC	R06AD08
CIDm00005672	CIDs05311497	ATC	L01CA04
CIDm00002646	CIDs05281006	ATC	J01DC10
CIDm00003250	CIDs00443884	ATC	G02AB03
CIDm00004421	CIDs00004421	ATC	J01MB02
CIDm54681041	CIDs54686904	ATC	J01AA12
CIDm06850719	CIDs06850719	ATC	A06AB05
CIDm00003463	CIDs00003463	ATC	C10AB04
CIDm00000206	CIDs00005793	ATC	B05CX01
CIDm00000206	CIDs00005793	ATC	V04CA02
CIDm00000206	CIDs00005793	ATC	V06DC01
CIDm05251896	CIDs06918537	ATC	A10BH02
CIDm00003760	CIDs00003760	ATC	D01AC05
CIDm00003760	CIDs00003760	ATC	G01AF07
CIDm00120507	CIDs00120507	ATC	R05DB18
CIDm00005073	CIDs00005073	ATC	N05AX08
CIDm00002441	CIDs00002441	ATC	N05BA08
CIDm00011259	CIDs00011259	ATC	A10BB10
CIDm00016759	CIDs06433328	ATC	C05BB01
CIDm00067686	CIDs00067686	ATC	D01AE09
CIDm00003966	CIDs00007014	ATC	C01BA04
CIDm00013790	CIDs09949848	ATC	G03DB03
CIDm00011439	CIDs00011439	ATC	G04BX10
CIDm00002656	CIDs05479530	ATC	J01DD04
CIDm00013355	CIDs00162637	ATC	A06AD21
CIDm00003740	CIDs00003740	ATC	V08AC02
CIDm00004107	CIDs00004107	ATC	M03BA03
CIDm00002732	CIDs00002732	ATC	C03BA04
CIDm00000291	CIDs00013804	ATC	N06BX06
CIDm00022424	CIDs00022424	ATC	R05DB11
CIDm00004616	CIDs00004616	ATC	N05BA04
CIDm00003767	CIDs00003767	ATC	J04AC01
CIDm00014888	CIDs00014888	ATC	L01XX27
CIDm00060695	CIDs00441290	ATC	M03AC09
CIDm00062819	CIDs00062819	ATC	G03GA04
CIDm06918313	CIDs06918313	ATC	N06AX24
CIDm00003824	CIDs00003824	ATC	M01AA06
CIDm00003303	CIDs05359271	ATC	R05DA01
CIDm00003303	CIDs05359271	ATC	S01XA06
CIDm00004870	CIDs00004870	ATC	C03AA05
CIDm00001079	CIDs00034755	ATC	A16AA02
CIDm00068740	CIDs00068740	ATC	M05BA08
CIDm00004745	CIDs00047811	ATC	N04BC02
CIDm00004831	CIDs00004831	ATC	J01MB04
CIDm00069594	CIDs00069594	ATC	C03BA07
CIDm00087819	CIDs00087819	ATC	R03DA09
CIDm00004666	CIDs00036314	ATC	L01CD01
CIDm00024199	CIDs00024199	ATC	A03AB10
CIDm00003889	CIDs00047499	ATC	J01DD06
CIDm00008944	CIDs00008944	ATC	N01AH05
CIDm00019254	CIDs00019254	ATC	N05CA12
CIDm00012675	CIDs00012675	ATC	V08DA03
CIDm00002471	CIDs00002471	ATC	C03CA02
CIDm00114790	CIDs00114790	ATC	A02AB01
CIDm00005316	CIDs00130313	ATC	J01CG01
CIDm00005733	CIDs00005733	ATC	M01AB04
CIDm00002802	CIDs00002802	ATC	N03AE01
CIDm00004158	CIDs00004158	ATC	N06BA04
CIDm00003169	CIDs00003169	ATC	R05DB19
CIDm16137271	CIDs16137271	ATC	A10AE05
CIDm00000951	CIDs00439260	ATC	C01CA03
CIDm00003487	CIDs00003487	ATC	N05CE01
CIDm00064949	CIDs00064949	ATC	D08AC03
CIDm00064949	CIDs00064949	ATC	S01AX15
CIDm10028615	CIDs10077129	ATC	B01AC26
CIDm00005560	CIDs00005560	ATC	C03AA06
CIDm00004585	CIDs00004585	ATC	N05AH03
CIDm00005875	CIDs00005875	ATC	H02AB05
CIDm00065679	CIDs00065679	ATC	M01AC04
CIDm00071807	CIDs00071807	ATC	J01CE07
CIDm00036089	CIDs00091463	ATC	R05CB07
CIDm00114897	CIDs00114897	ATC	L01DB10
CIDm00004612	CIDs00004612	ATC	P02BA02
CIDm00656892	CIDs05388906	ATC	J04AK05
CIDm00005300	CIDs00029327	ATC	L01AD04
CIDm00003182	CIDs00003182	ATC	R03DA01
CIDm00003025	CIDs00003025	ATC	C05AD04
CIDm00003025	CIDs00003025	ATC	D04AB02
CIDm00003025	CIDs00003025	ATC	N01BB06
CIDm00003025	CIDs00003025	ATC	S01HA06
CIDm00003025	CIDs00003025	ATC	S02DA04
CIDm00004264	CIDs00446596	ATC	D06AX09
CIDm00004264	CIDs00446596	ATC	R01AX06
CIDm03086257	CIDs03086257	ATC	L01XD01
CIDm00021723	CIDs00021723	ATC	P01AC04
CIDm00003592	CIDs05462328	ATC	N07BC06
CIDm00064655	CIDs00064655	ATC	A02AB03
CIDm00016098	CIDs00016098	ATC	C10AD04
CIDm00005455	CIDs00005455	ATC	P03AA05
CIDm00005335	CIDs00005335	ATC	S01AB05
CIDm00051767	CIDs00054477	ATC	N05AL04
CIDm00068712	CIDs00068712	ATC	C02AC06
CIDm00017794	CIDs00289085	ATC	S01BA12
CIDm00005645	CIDs00010133	ATC	A05AA01
CIDm15979285	CIDs15979285	ATC	J05AR07
CIDm00008550	CIDs00008550	ATC	C02AA05
CIDm00071339	CIDs00071339	ATC	J01DH05
CIDm44134877	CIDs54675779	ATC	D06AA03
CIDm44134877	CIDs54675779	ATC	G01AA07
CIDm44134877	CIDs54675779	ATC	J01AA06
CIDm44134877	CIDs54675779	ATC	S01AA04
CIDm00000611	CIDs00033032	ATC	A09AB01
CIDm00068911	CIDs00068911	ATC	P01BE02
CIDm00104799	CIDs00104799	ATC	L01AD05
CIDm00129806	CIDs00446157	ATC	C10AA07
CIDm00004855	CIDs00004855	ATC	J01MB03
CIDm00004909	CIDs00004909	ATC	N03AA03
CIDm00077254	CIDs00077254	ATC	D01AE01
CIDm00170190	CIDs00170190	ATC	A02AD02
CIDm00002311	CIDs05362123	ATC	C09AA07
CIDm00004536	CIDs00006230	ATC	G03AC01
CIDm00004536	CIDs00006230	ATC	G03DC02
CIDm00023397	CIDs01550874	ATC	M02AX05
CIDm16683012	CIDs16683012	ATC	P01CB02
CIDm00003007	CIDs00005825	ATC	N06BA02
CIDm00004514	CIDs00004514	ATC	N06BX10
CIDm00024550	CIDs00024550	ATC	A01AA04
CIDm00000237	CIDs00000237	ATC	P01AX05
CIDm00021719	CIDs00021719	ATC	D11AC09
CIDm00004680	CIDs00004680	ATC	A03AD01
CIDm00004680	CIDs00004680	ATC	G04BE02
CIDm00003325	CIDs05702160	ATC	A02BA03
CIDm00004675	CIDs00027350	ATC	M03AC01
CIDm00432452	CIDs00432452	ATC	A01AB15
CIDm00000772	CIDs00000772	ATC	B01AB05
CIDm00003054	CIDs00448537	ATC	G03CB02
CIDm00003054	CIDs00448537	ATC	G03CC05
CIDm00003054	CIDs00448537	ATC	L02AA01
CIDm00004865	CIDs00010607	ATC	D06BB04
CIDm00005978	CIDs00005978	ATC	L01CA02
CIDm00004041	CIDs00004041	ATC	N05BA03
CIDm00000450	CIDs00005757	ATC	L02AA02
CIDm00003947	CIDs00003947	ATC	N06AA07
CIDm00005224	CIDs00036119	ATC	J01GB08
CIDm05282429	CIDs05282429	ATC	V04CH02
CIDm00656635	CIDs09574101	ATC	B01AE05
CIDm00030729	CIDs00033672	ATC	G01AA08
CIDm00004911	CIDs00004911	ATC	M04AB01
CIDm00516875	CIDs00516875	ATC	D08AX06
CIDm00516875	CIDs00516875	ATC	V03AB18
CIDm00004097	CIDs00004097	ATC	A03AB07
CIDm00003059	CIDs00003059	ATC	N02BA11
CIDm00003696	CIDs00003696	ATC	N06AA02
CIDm00080084	CIDs00080084	ATC	A03AB16
CIDm00065814	CIDs00065814	ATC	C07AA27
CIDm00005314	CIDs00005314	ATC	M03AB01
CIDm00002972	CIDs00002972	ATC	V03AC02
CIDm00000738	CIDs00005961	ATC	A16AA03
CIDm00068888	CIDs00068888	ATC	N06AX15
CIDm00004032	CIDs00004032	ATC	C02BB01
CIDm00002232	CIDs00092721	ATC	B01AE03
CIDm00003078	CIDs00003078	ATC	R07AB08
CIDm00002725	CIDs00002725	ATC	R06AB04
CIDm00003374	CIDs00003374	ATC	J01MB07
CIDm00004409	CIDs00004409	ATC	M01AX01
CIDm00004999	CIDs00004999	ATC	N05CD10
CIDm00002330	CIDs00002330	ATC	D08AJ01
CIDm00002330	CIDs00002330	ATC	D09AA11
CIDm00002330	CIDs00002330	ATC	R02AA16
CIDm00026709	CIDs00189821	ATC	H02AB13
CIDm05277135	CIDs05277135	ATC	J05AX11
CIDm00004189	CIDs00004189	ATC	A01AB09
CIDm00004189	CIDs00004189	ATC	A07AC01
CIDm00004189	CIDs00004189	ATC	D01AC02
CIDm00004189	CIDs00004189	ATC	G01AF04
CIDm00004189	CIDs00004189	ATC	J02AB01
CIDm00004189	CIDs00004189	ATC	S02AA13
CIDm00003661	CIDs00154417	ATC	A03BA03
CIDm16129616	CIDs16129616	ATC	H05BA01
CIDm16129616	CIDs16129616	ATC	H05BA02
CIDm16129616	CIDs16129616	ATC	H05BA03
CIDm00002171	CIDs00033613	ATC	J01CA04
CIDm00002094	CIDs00002094	ATC	M04AA01
CIDm00002244	CIDs00002244	ATC	A01AD05
CIDm00002244	CIDs00002244	ATC	B01AC06
CIDm00002244	CIDs00002244	ATC	N02BA01
CIDm00157429	CIDs00157429	ATC	V08CA01
CIDm00000923	CIDs06335412	ATC	A07EC04
CIDm00002727	CIDs00002727	ATC	A10BB02
CIDm00132803	CIDs05282451	ATC	C10AA08
CIDm00003730	CIDs00003730	ATC	V08AB02
CIDm00016850	CIDs00016850	ATC	S01JA01
CIDm06331630	CIDs11354606	ATC	L01XX41
CIDm14440994	CIDs14440994	ATC	R05CA09
CIDm00037367	CIDs00037367	ATC	N05BA15
CIDm00063019	CIDs00063019	ATC	D07AC14
CIDm00004782	CIDs00006041	ATC	C01CA06
CIDm00004782	CIDs00006041	ATC	R01AA04
CIDm00004782	CIDs00006041	ATC	R01AB01
CIDm00004782	CIDs00006041	ATC	R01BA03
CIDm00004782	CIDs00006041	ATC	S01FB01
CIDm00004782	CIDs00006041	ATC	S01GA05
CIDm00003873	CIDs05282136	ATC	A02BA08
CIDm00003518	CIDs00003518	ATC	C02CC02
CIDm00003518	CIDs00003518	ATC	S01EX01
CIDm00483407	CIDs03002977	ATC	J05AX09
CIDm00004786	CIDs00092920	ATC	A08AA07
CIDm25201794	CIDs25201794	ATC	B01AA01
CIDm00005411	CIDs00005411	ATC	C05AD02
CIDm00005411	CIDs00005411	ATC	D04AB06
CIDm00005411	CIDs00005411	ATC	N01BA03
CIDm00005411	CIDs00005411	ATC	S01HA03
CIDm00012603	CIDs00012603	ATC	C01DX05
CIDm00000001	CIDs00000001	ATC	N06BX12
CIDm25074470	CIDs25074470	ATC	L02AE04
CIDm00030623	CIDs00071384	ATC	V03AF02
CIDm00148211	CIDs06337614	ATC	A04AA05
CIDm00002710	CIDs00002710	ATC	R06AE04
CIDm00017358	CIDs00017358	ATC	V08DA05
CIDm00004059	CIDs00004059	ATC	M03BX06
CIDm00023723	CIDs05284553	ATC	C01DA13
CIDm00003282	CIDs00003282	ATC	N02BA07
CIDm00155773	CIDs00155773	ATC	C01CX07
CIDm00003198	CIDs00003198	ATC	D01AC03
CIDm00003198	CIDs00003198	ATC	G01AF05
CIDm00005327	CIDs00005327	ATC	J01EB03
CIDm00072145	CIDs00072145	ATC	R06AX21
CIDm44519501	CIDs56959086	ATC	A06AH03
CIDm00001775	CIDs00001775	ATC	N03AB02
CIDm00014584	CIDs00014584	ATC	N06BA06
CIDm00065702	CIDs00065702	ATC	L01AA07
CIDm00016362	CIDs00016362	ATC	N05AG02
